id,duration,codec,width,height,bitrate,category,framerate,i,p,b,frames,i_size,p_size,b_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,umem,utime
2794,368.32,vp8,640,480,29096,People & Blogs,25.02174,74,9134,0,9208,869558,470067,0,1339625,h264,3000000,15,1920,1080,602744,16.277
2795,254.922,vp8,480,360,260667,Entertainment,30.062992,51,7585,0,7636,918325,7387906,0,8306231,h264,539000,15,1280,720,320904,29.986
2796,1768.9417,mpeg4,176,144,56152,Entertainment,12,354,20873,0,21227,1382103,11034284,0,12416387,h264,820000,25,480,360,244500,10.481
2797,860.056,vp8,1280,720,2688309,Music,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,vp8,3000000,29.97,1280,720,262784,51.359
2798,270.655,vp8,640,480,652967,Music,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,h264,56000,12,1920,1080,642480,27.558
2799,1140.349,vp8,1280,720,2394626,Science & Technology,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,h264,56000,25,480,360,219480,10.721
2800,157.80167,h264,1280,720,2885589,Music,25,72,3873,0,3945,5611970,51306874,0,56918844,mpeg4,242000,25,1920,1080,216020,13.529
2801,157.80167,h264,1280,720,2885589,Howto & Style,25,72,3873,0,3945,5611970,51306874,0,56918844,h264,5000000,12,1280,720,349952,43.871
2802,452.689,vp8,320,240,66680,Music,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,h264,3000000,12,1280,720,314804,54.359
2803,42.2,h264,480,360,288705,Autos & Vehicles,25,23,1033,0,1056,216154,1306770,0,1522924,vp8,539000,12,1920,1080,216820,18.801
2804,426.945,h264,1280,720,1064703,Gaming,29,228,12567,0,12795,11297544,45523691,0,56821235,vp8,56000,12,1280,720,219480,10.813
2805,426.945,h264,1280,720,1064703,People & Blogs,29,228,12567,0,12795,11297544,45523691,0,56821235,h264,5000000,25,1920,1080,675520,131.288
2806,110.966995,h264,480,360,397112,People & Blogs,30,59,3271,0,3330,529627,4978664,0,5508291,h264,3000000,25,320,240,216820,13.741
2807,69.93833,mpeg4,176,144,56717,Howto & Style,12,14,825,0,839,47521,448322,0,495843,h264,5000000,12,640,480,221152,11.249
2808,326.58832,h264,1920,1080,5999648,Film & Animation,23,174,7656,0,7830,16603953,228322925,0,244926878,h264,539000,25,320,240,218932,15.753
2809,256.20834,mpeg4,176,144,57565,Entertainment,12,56,3018,0,3074,302900,1540700,0,1843600,h264,56000,24,1920,1080,651140,26.658
2810,64.933,flv,320,240,236793,People & Blogs,15,39,936,0,975,318954,1603007,0,1921961,h264,820000,15,640,480,217080,14.277
2811,167.39166,h264,1280,720,2207484,Pets & Animals,24,86,3931,0,4017,4369420,41819887,0,46189307,h264,109000,15,1280,720,343048,17.933
2812,426.945,h264,1280,720,1064703,Gaming,29,228,12567,0,12795,11297544,45523691,0,56821235,h264,5000000,15,640,480,219480,24.926
2813,476.957,vp8,1280,720,1387100,Entertainment,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,vp8,109000,25,1280,720,165700,15.085
2814,203.198,flv,320,240,239336,Entertainment,29,104,5974,0,6078,853613,5225468,0,6079081,vp8,5000000,29.97,640,480,221160,14.473
2815,339.667,h264,640,480,257699,Autos & Vehicles,30,181,10010,0,10191,10121223,820261,0,10941484,h264,3000000,25,1920,1080,637680,53.143
2816,391.08,h264,640,480,230847,Autos & Vehicles,25,209,9569,0,9778,9023743,2261252,0,11284995,h264,3000000,25,1920,1080,653572,52.759
2817,714.371,vp8,1280,720,652356,Gaming,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,h264,56000,12,1920,1080,673096,24.79
2818,395.44,vp8,1280,720,1611942,Music,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,h264,109000,24,1280,720,314656,15.461
2819,1140.349,vp8,1280,720,2394626,Entertainment,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,vp8,242000,25,480,360,219480,12.005
2820,157.891,h264,480,360,406908,Travel & Events,29,87,4646,0,4733,1776729,6254165,0,8030894,h264,3000000,25,480,360,219464,12.273
2821,282.56,h264,640,480,559834,News & Politics,25,145,6920,0,7065,4966509,14806840,0,19773349,vp8,820000,29.97,1280,720,221152,17.253
2822,63.667,h264,640,480,972572,Music,15,33,923,0,956,1259657,6480438,0,7740095,h264,539000,29.97,1920,1080,645228,58.588
2823,222.53334,h264,480,360,500449,Music,30,219,6457,0,6676,2821722,11099102,0,13920824,h264,56000,12,1920,1080,645768,19.109
2824,127.221664,h264,1920,1080,3080852,People & Blogs,23,70,2980,0,3050,3818903,45174992,0,48993895,h264,109000,24,480,360,217544,15.781
2825,750.433,vp8,1280,720,794075,Music,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,vp8,56000,24,1280,720,165700,14.909
2826,274.541,vp8,480,360,139791,Gaming,30.029198,58,8170,0,8228,802625,3994697,0,4797322,h264,5000000,12,640,480,216820,15.265
2827,110.966995,h264,480,360,397112,Autos & Vehicles,30,59,3271,0,3330,529627,4978664,0,5508291,h264,539000,24,640,480,216820,21.225
2828,77.233,h264,480,360,382461,Education,30,53,2265,0,2318,182297,3510033,0,3692330,mpeg4,539000,29.97,1920,1080,219480,17.389
2829,77.233,h264,480,360,382461,People & Blogs,30,53,2265,0,2318,182297,3510033,0,3692330,h264,109000,24,1920,1080,644012,44.471
2830,273.816,vp8,1920,1080,1571003,People & Blogs,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,820000,25,480,360,219656,19.745
2831,203.198,flv,320,240,239336,Pets & Animals,29,104,5974,0,6078,853613,5225468,0,6079081,vp8,820000,29.97,640,480,221160,11.989
2832,490.6,h264,480,360,300437,Music,25,256,12010,0,12266,1448177,16976151,0,18424328,mpeg4,539000,25,1920,1080,219480,13.457
2833,326.583,vp8,640,480,1055982,Entertainment,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,vp8,5000000,15,1280,720,213080,21.565
2834,473,h264,320,240,164017,Science & Technology,25,198,10924,704,11826,1419320,8047423,0,9697521,h264,109000,29.97,640,480,220900,11.557
2835,204.938,h264,480,360,297373,Entertainment,16,111,3169,0,3280,1451634,6166260,0,7617894,mpeg4,820000,25,1920,1080,114008,12.101
2836,107.443,vp8,480,360,320011,People & Blogs,30.093458,30,3190,0,3220,671936,3625932,0,4297868,h264,5000000,29.97,1920,1080,671656,152.282
2837,86.486,h264,640,480,356037,Sports,29,46,2547,0,2593,819680,3029350,0,3849030,h264,109000,24,1920,1080,675200,30.966
2838,326.583,vp8,640,480,1055982,Film & Animation,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,mpeg4,5000000,24,1920,1080,212772,14.945
2839,130.35667,mpeg4,176,144,54590,Sports,12,27,1537,0,1564,64483,825054,0,889537,vp8,3000000,25,1920,1080,87176,32.554
2840,326.58832,h264,1920,1080,5999648,Music,23,174,7656,0,7830,16603953,228322925,0,244926878,vp8,109000,15,1280,720,218932,22.597
2841,384.451,h264,640,480,646432,Music,29,205,11318,0,11523,2839955,28225248,0,31065203,h264,5000000,25,480,360,217852,22.141
2842,304.927,vp8,320,240,134334,Music,25.075659,82,7541,0,7623,833754,4286526,0,5120280,vp8,3000000,29.97,1280,720,216820,21.829
2843,37.011665,h264,1280,720,2759449,People & Blogs,29,21,1088,0,1109,1899633,10866846,0,12766479,vp8,109000,15,640,480,219480,12.641
2844,476.957,vp8,1280,720,1387100,Entertainment,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,vp8,3000000,25,1280,720,165700,22.041
2845,67.583336,mpeg4,176,144,51225,Autos & Vehicles,12,15,777,0,792,47585,385164,0,432749,h264,242000,24,1920,1080,633516,35.934
2846,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,h264,109000,24,1280,720,376192,37.566
2847,385.052,vp8,1280,720,441862,Sports,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,vp8,3000000,12,1920,1080,219480,15.145
2848,1140.349,vp8,1280,720,2394626,Entertainment,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,vp8,539000,25,480,360,219480,13.585
2849,490.6,h264,480,360,300437,Comedy,25,256,12010,0,12266,1448177,16976151,0,18424328,h264,539000,15,1280,720,327900,24.778
2850,270.655,vp8,640,480,652967,Gaming,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,h264,56000,29.97,1920,1080,638884,51.159
2851,273.816,vp8,1920,1080,1571003,Music,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,820000,12,1920,1080,648772,44.455
2852,473,h264,320,240,164017,Film & Animation,25,198,10924,704,11826,1419320,8047423,0,9697521,vp8,56000,25,1280,720,220808,13.613
2853,110.966995,h264,480,360,397112,Sports,30,59,3271,0,3330,529627,4978664,0,5508291,vp8,242000,29.97,1280,720,216820,19.033
2854,714.371,vp8,1280,720,652356,Sports,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,h264,5000000,12,480,360,165564,17.161
2855,203.198,flv,320,240,239336,Education,29,104,5974,0,6078,853613,5225468,0,6079081,vp8,109000,29.97,1280,720,221160,20.137
2856,326.58832,h264,1920,1080,5999648,Music,23,174,7656,0,7830,16603953,228322925,0,244926878,h264,539000,15,480,360,218932,18.941
2857,222.53334,h264,480,360,500449,Entertainment,30,219,6457,0,6676,2821722,11099102,0,13920824,mpeg4,3000000,25,1920,1080,217336,12.825
2858,292.092,h264,480,360,480125,Education,29,156,8599,0,8755,2375028,15155062,0,17530090,h264,56000,25,1920,1080,646540,40.547
2859,490.6,h264,480,360,300437,News & Politics,25,256,12010,0,12266,1448177,16976151,0,18424328,vp8,539000,15,1920,1080,219480,24.074
2860,473,h264,320,240,164017,People & Blogs,25,198,10924,704,11826,1419320,8047423,0,9697521,h264,5000000,12,1280,720,320532,55.791
2861,448.575,vp8,1280,720,2052426,Nonprofits & Activis,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,56000,25,1920,1080,654564,47.015
2862,273.816,vp8,1920,1080,1571003,Gaming,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,5000000,12,480,360,219656,20.093
2863,750.433,vp8,1280,720,794075,Sports,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,h264,5000000,24,1920,1080,682516,82.737
2864,127.221664,h264,1920,1080,3080852,Autos & Vehicles,23,70,2980,0,3050,3818903,45174992,0,48993895,h264,3000000,12,480,360,217544,22.893
2865,292.092,h264,480,360,480125,Autos & Vehicles,29,156,8599,0,8755,2375028,15155062,0,17530090,mpeg4,109000,24,1920,1080,219480,13.869
2866,274.541,vp8,480,360,139791,Comedy,30.029198,58,8170,0,8228,802625,3994697,0,4797322,h264,56000,24,1280,720,316752,14.561
2867,39.055,h264,1920,1080,5992818,Science & Technology,30,26,1144,0,1170,839251,28416939,0,29256190,h264,56000,29.97,1280,720,378076,41.871
2868,379.32,h264,480,360,181960,Music,25,195,9289,0,9484,3392479,5235193,0,8627672,h264,820000,29.97,1280,720,323488,31.842
2869,52.68,h264,480,360,372001,Gaming,25,53,1265,0,1318,870136,1579497,0,2449633,vp8,56000,29.97,1280,720,140080,17.681
2870,286.995,h264,480,360,508160,Music,23,156,6726,0,6882,2285153,15944803,0,18229956,mpeg4,242000,25,1280,720,216820,10.029
2871,385.052,vp8,1280,720,441862,Sports,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,h264,820000,29.97,1920,1080,644512,60.444
2872,225.08,h264,480,360,538452,People & Blogs,25,113,5515,0,5628,1873408,13275961,0,15149369,h264,5000000,12,1920,1080,649548,88.49
2873,316.95166,mpeg4,176,144,55396,Autos & Vehicles,12,64,3739,0,3803,111850,2082902,0,2194752,vp8,3000000,24,1280,720,165700,13.925
2874,52.68,h264,480,360,372001,Entertainment,25,53,1265,0,1318,870136,1579497,0,2449633,h264,5000000,24,480,360,155028,23.325
2875,473,h264,320,240,164017,Gaming,25,198,10924,704,11826,1419320,8047423,0,9697521,vp8,3000000,12,1920,1080,220900,28.194
2876,34.168,vp8,480,360,186895,Travel & Events,30.029411,16,1005,0,1021,238485,559745,0,798230,h264,56000,25,1920,1080,635092,27.478
2877,750.433,vp8,1280,720,794075,Gaming,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,h264,820000,29.97,480,360,172780,11.089
2878,326.58832,h264,1920,1080,5999648,Howto & Style,23,174,7656,0,7830,16603953,228322925,0,244926878,vp8,539000,29.97,1920,1080,218932,56.848
2879,176.901,vp8,480,360,26968,Entertainment,25.113636,38,4382,0,4420,393395,202954,0,596349,mpeg4,3000000,25,1920,1080,218932,10.221
2880,316.95166,mpeg4,176,144,55396,Music,12,64,3739,0,3803,111850,2082902,0,2194752,vp8,820000,24,1280,720,165700,13.253
2881,274.541,vp8,480,360,139791,Travel & Events,30.029198,58,8170,0,8228,802625,3994697,0,4797322,vp8,539000,12,1280,720,216820,10.577
2882,458.625,h264,640,480,517364,Music,29,245,13501,0,13746,5308581,24350943,0,29659524,h264,820000,24,1920,1080,680192,55.247
2883,1768.9417,mpeg4,176,144,56152,Entertainment,12,354,20873,0,21227,1382103,11034284,0,12416387,h264,5000000,25,640,480,246144,27.014
2884,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,539000,12,480,360,215848,10.241
2885,157.891,h264,480,360,406908,Sports,29,87,4646,0,4733,1776729,6254165,0,8030894,h264,3000000,29.97,640,480,219464,22.453
2886,1768.9417,mpeg4,176,144,56152,Autos & Vehicles,12,354,20873,0,21227,1382103,11034284,0,12416387,vp8,820000,25,1280,720,223300,14.521
2887,274.541,vp8,480,360,139791,Entertainment,30.029198,58,8170,0,8228,802625,3994697,0,4797322,mpeg4,109000,25,1920,1080,216064,13.533
2888,282.56,h264,640,480,559834,Comedy,25,145,6920,0,7065,4966509,14806840,0,19773349,vp8,820000,25,1280,720,221152,17.061
2889,69.93833,mpeg4,176,144,56717,Film & Animation,12,14,825,0,839,47521,448322,0,495843,h264,3000000,29.97,640,480,221152,16.013
2890,222.53334,h264,480,360,500449,Entertainment,30,219,6457,0,6676,2821722,11099102,0,13920824,h264,3000000,12,1920,1080,652560,74.925
2891,274.541,vp8,480,360,139791,Comedy,30.029198,58,8170,0,8228,802625,3994697,0,4797322,h264,820000,29.97,1920,1080,657632,74.201
2892,326.58832,h264,1920,1080,5999648,Gaming,23,174,7656,0,7830,16603953,228322925,0,244926878,h264,820000,29.97,640,480,218932,30.674
2893,282.56,h264,640,480,559834,Gaming,25,145,6920,0,7065,4966509,14806840,0,19773349,h264,539000,24,1920,1080,662232,44.427
2894,311.1,mpeg4,176,144,56416,Travel & Events,12,113,3620,0,3733,127552,2066350,0,2193902,h264,539000,25,1280,720,309896,22.145
2895,95.462,h264,640,480,809256,Howto & Style,29,51,2811,0,2862,886496,8770159,0,9656655,vp8,3000000,15,1920,1080,221160,34.21
2896,385.052,vp8,1280,720,441862,Entertainment,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,h264,820000,25,640,480,219480,10.045
2897,37.011665,h264,1280,720,2759449,Gaming,29,21,1088,0,1109,1899633,10866846,0,12766479,h264,56000,24,1920,1080,675040,44.819
2898,290.01666,mpeg4,176,144,52783,Gaming,12,61,3417,0,3478,119325,1794184,0,1913509,h264,539000,15,1920,1080,628700,45.479
2899,448.575,vp8,1280,720,2052426,Film & Animation,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,820000,24,1920,1080,656844,82.761
2900,714.371,vp8,1280,720,652356,Gaming,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,h264,56000,12,1280,720,327460,12.805
2901,750.433,vp8,1280,720,794075,Gaming,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,vp8,539000,29.97,1280,720,165700,16.973
2902,311.1,mpeg4,176,144,56416,Music,12,113,3620,0,3733,127552,2066350,0,2193902,vp8,3000000,15,1920,1080,221160,15.229
2903,270.655,vp8,640,480,652967,People & Blogs,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,820000,12,1280,720,219480,18.297
2904,163.897,flv,320,240,267032,People & Blogs,29,87,4826,0,4913,824159,4646573,0,5470732,mpeg4,56000,25,1920,1080,219656,12.193
2905,67.583336,mpeg4,176,144,51225,People & Blogs,12,15,777,0,792,47585,385164,0,432749,mpeg4,56000,29.97,1920,1080,219480,13.445
2906,304.927,vp8,320,240,134334,People & Blogs,25.075659,82,7541,0,7623,833754,4286526,0,5120280,vp8,539000,25,1280,720,216820,17.777
2907,143.03334,mpeg4,176,144,51082,Music,12,31,1685,0,1716,56405,856907,0,913312,mpeg4,3000000,24,1920,1080,219480,12.789
2908,473,h264,320,240,164017,People & Blogs,25,198,10924,704,11826,1419320,8047423,0,9697521,h264,5000000,12,1920,1080,645972,108.119
2909,69.93833,mpeg4,176,144,56717,Entertainment,12,14,825,0,839,47521,448322,0,495843,vp8,5000000,25,1920,1080,221152,21.561
2910,110.966995,h264,480,360,397112,Comedy,30,59,3271,0,3330,529627,4978664,0,5508291,h264,109000,24,640,480,216820,11.281
2911,274.541,vp8,480,360,139791,Autos & Vehicles,30.029198,58,8170,0,8228,802625,3994697,0,4797322,h264,3000000,24,640,480,216820,21.485
2912,286.995,h264,480,360,508160,Music,23,156,6726,0,6882,2285153,15944803,0,18229956,vp8,242000,29.97,1280,720,216820,20.373
2913,270.655,vp8,640,480,652967,Education,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,5000000,15,640,480,219480,11.785
2914,130.35667,mpeg4,176,144,54590,Gaming,12,27,1537,0,1564,64483,825054,0,889537,vp8,539000,12,1280,720,45088,12.309
2915,86.486,h264,640,480,356037,Music,29,46,2547,0,2593,819680,3029350,0,3849030,h264,3000000,24,1280,720,334120,31.594
2916,64.933,flv,320,240,236793,Gaming,15,39,936,0,975,318954,1603007,0,1921961,vp8,820000,24,1280,720,217080,16.853
2917,33.09,h264,320,240,279173,Music,13,22,434,0,456,101794,1052937,0,1154731,h264,5000000,25,1280,720,313652,59.388
2918,391.08,h264,640,480,230847,News & Politics,25,209,9569,0,9778,9023743,2261252,0,11284995,vp8,109000,15,1920,1080,219480,20.705
2919,52.68,h264,480,360,372001,Gaming,25,53,1265,0,1318,870136,1579497,0,2449633,h264,5000000,15,320,240,155028,11.205
2920,448.575,vp8,1280,720,2052426,Autos & Vehicles,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,mpeg4,539000,15,1920,1080,217080,10.729
2921,316.95166,mpeg4,176,144,55396,Music,12,64,3739,0,3803,111850,2082902,0,2194752,vp8,242000,24,1920,1080,165700,20.173
2922,127.221664,h264,1920,1080,3080852,People & Blogs,23,70,2980,0,3050,3818903,45174992,0,48993895,h264,3000000,15,1920,1080,710076,102.306
2923,110.966995,h264,480,360,397112,Science & Technology,30,59,3271,0,3330,529627,4978664,0,5508291,h264,539000,25,1920,1080,643684,61.64
2924,204.938,h264,480,360,297373,Autos & Vehicles,16,111,3169,0,3280,1451634,6166260,0,7617894,vp8,109000,29.97,1920,1080,98804,21.665
2925,74.535,mpeg4,176,144,55305,Entertainment,12,15,879,0,894,23996,491276,0,515272,h264,5000000,24,1920,1080,630132,81.521
2926,77.233,h264,480,360,382461,Education,30,53,2265,0,2318,182297,3510033,0,3692330,h264,3000000,12,1920,1080,646712,72.209
2927,476.957,vp8,1280,720,1387100,Comedy,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,vp8,3000000,29.97,1920,1080,165700,50.655
2928,448.575,vp8,1280,720,2052426,People & Blogs,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,mpeg4,3000000,24,1920,1080,217080,14.413
2929,95.462,h264,640,480,809256,Entertainment,29,51,2811,0,2862,886496,8770159,0,9656655,h264,3000000,25,320,240,221160,12.533
2930,274.541,vp8,480,360,139791,Entertainment,30.029198,58,8170,0,8228,802625,3994697,0,4797322,mpeg4,109000,29.97,1920,1080,216064,16.125
2931,157.80167,h264,1280,720,2885589,Entertainment,25,72,3873,0,3945,5611970,51306874,0,56918844,vp8,820000,15,1920,1080,216056,34.638
2932,395.44,vp8,1280,720,1611942,Entertainment,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,vp8,56000,15,1280,720,221160,10.713
2933,167.39166,h264,1280,720,2207484,Music,24,86,3931,0,4017,4369420,41819887,0,46189307,h264,3000000,29.97,320,240,219656,17.041
2934,448.575,vp8,1280,720,2052426,Autos & Vehicles,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,5000000,12,1280,720,321028,58.004
2935,167.39166,h264,1280,720,2207484,People & Blogs,24,86,3931,0,4017,4369420,41819887,0,46189307,vp8,3000000,15,1920,1080,219656,38.522
2936,490.6,h264,480,360,300437,Music,25,256,12010,0,12266,1448177,16976151,0,18424328,h264,5000000,15,1920,1080,659132,87.361
2937,714.371,vp8,1280,720,652356,Gaming,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,h264,3000000,24,320,240,165564,12.909
2938,458.625,h264,640,480,517364,People & Blogs,29,245,13501,0,13746,5308581,24350943,0,29659524,h264,539000,24,640,480,216820,11.189
2939,1140.349,vp8,1280,720,2394626,Entertainment,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,vp8,242000,24,1280,720,219480,27.79
2940,239.14166,h264,480,360,500198,Sports,25,110,5868,0,5978,1406751,13545526,0,14952277,mpeg4,56000,24,1920,1080,114584,13.253
2941,34.168,vp8,480,360,186895,Gaming,30.029411,16,1005,0,1021,238485,559745,0,798230,vp8,820000,25,1920,1080,165700,34.53
2942,67.583336,mpeg4,176,144,51225,Gaming,12,15,777,0,792,47585,385164,0,432749,vp8,5000000,15,1280,720,219480,11.101
2943,157.80167,h264,1280,720,2885589,People & Blogs,25,72,3873,0,3945,5611970,51306874,0,56918844,vp8,242000,29.97,640,480,216056,15.045
2944,440.967,h264,320,240,281642,Music,30,236,12994,0,13230,2444863,13079542,0,15524405,vp8,539000,25,1280,720,219656,14.433
2945,379.32,h264,480,360,181960,Music,25,195,9289,0,9484,3392479,5235193,0,8627672,mpeg4,109000,24,1920,1080,219464,12.537
2946,273.816,vp8,1920,1080,1571003,People & Blogs,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,mpeg4,5000000,29.97,1280,720,219656,11.337
2947,131.76,vp8,640,480,104723,Gaming,25.145039,37,3257,0,3294,945865,778937,0,1724802,mpeg4,109000,25,1920,1080,221152,12.285
2948,69.933,flv,320,240,272898,Gaming,15,37,1013,0,1050,349781,2035796,0,2385577,vp8,539000,25,1920,1080,219656,26.822
2949,290.01666,mpeg4,176,144,52783,Gaming,12,61,3417,0,3478,119325,1794184,0,1913509,h264,539000,24,640,480,139932,13.461
2950,204.938,h264,480,360,297373,People & Blogs,16,111,3169,0,3280,1451634,6166260,0,7617894,h264,242000,29.97,1920,1080,645416,40.495
2951,490.6,h264,480,360,300437,People & Blogs,25,256,12010,0,12266,1448177,16976151,0,18424328,mpeg4,820000,29.97,1920,1080,219480,15.993
2952,69.93833,mpeg4,176,144,56717,Comedy,12,14,825,0,839,47521,448322,0,495843,mpeg4,242000,24,1920,1080,221152,11.109
2953,217.518,h264,480,360,83054,People & Blogs,29,112,6408,0,6520,406683,1851539,0,2258222,h264,5000000,24,1280,720,323768,35.386
2954,440.967,h264,320,240,281642,Howto & Style,30,236,12994,0,13230,2444863,13079542,0,15524405,h264,5000000,12,640,480,219656,10.637
2955,1140.349,vp8,1280,720,2394626,People & Blogs,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,h264,3000000,24,320,240,219480,15.921
2956,34.168,vp8,480,360,186895,Travel & Events,30.029411,16,1005,0,1021,238485,559745,0,798230,h264,242000,25,1920,1080,637788,38.062
2957,80.536,h264,480,360,690041,Sports,29,43,2374,0,2417,618732,6327913,0,6946645,mpeg4,539000,25,1920,1080,219480,15.305
2958,448.575,vp8,1280,720,2052426,Travel & Events,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,3000000,25,320,240,217080,15.905
2959,37.011665,h264,1280,720,2759449,People & Blogs,29,21,1088,0,1109,1899633,10866846,0,12766479,h264,56000,25,480,360,219480,12.057
2960,391.08,h264,640,480,230847,Entertainment,25,209,9569,0,9778,9023743,2261252,0,11284995,vp8,109000,24,1920,1080,219480,31.618
2961,77.233,h264,480,360,382461,Sports,30,53,2265,0,2318,182297,3510033,0,3692330,vp8,539000,29.97,1920,1080,219480,40.131
2962,256.20834,mpeg4,176,144,57565,People & Blogs,12,56,3018,0,3074,302900,1540700,0,1843600,mpeg4,56000,25,1920,1080,219480,11.709
2963,1140.349,vp8,1280,720,2394626,People & Blogs,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,vp8,820000,15,1280,720,219480,24.354
2964,292.092,h264,480,360,480125,Sports,29,156,8599,0,8755,2375028,15155062,0,17530090,h264,820000,29.97,640,480,219480,28.046
2965,130.35667,mpeg4,176,144,54590,Sports,12,27,1537,0,1564,64483,825054,0,889537,h264,56000,24,1920,1080,618980,41.727
2966,270.655,vp8,640,480,652967,Entertainment,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,5000000,29.97,480,360,219480,12.957
2967,379.32,h264,480,360,181960,Sports,25,195,9289,0,9484,3392479,5235193,0,8627672,vp8,109000,24,1280,720,219464,13.901
2968,163.897,flv,320,240,267032,Sports,29,87,4826,0,4913,824159,4646573,0,5470732,h264,539000,29.97,1920,1080,628480,59.752
2969,339.667,h264,640,480,257699,People & Blogs,30,181,10010,0,10191,10121223,820261,0,10941484,h264,109000,24,1920,1080,637588,29.662
2970,452.689,vp8,320,240,66680,People & Blogs,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,vp8,539000,29.97,1280,720,248092,14.617
2971,167.39166,h264,1280,720,2207484,Film & Animation,24,86,3931,0,4017,4369420,41819887,0,46189307,mpeg4,3000000,24,1920,1080,219656,13.653
2972,239.14166,h264,480,360,500198,People & Blogs,25,110,5868,0,5978,1406751,13545526,0,14952277,mpeg4,109000,24,1920,1080,114584,13.221
2973,426.945,h264,1280,720,1064703,Music,29,228,12567,0,12795,11297544,45523691,0,56821235,vp8,3000000,24,640,480,219480,11.469
2974,43.827,flv,320,240,272273,Travel & Events,25,23,1081,0,1104,137210,1354404,0,1491614,h264,242000,15,1280,720,295332,23.489
2975,37.011665,h264,1280,720,2759449,Music,29,21,1088,0,1109,1899633,10866846,0,12766479,vp8,5000000,24,1920,1080,219480,72.385
2976,216.55,h264,320,240,291150,People & Blogs,29,112,6379,0,6491,1789334,6091735,0,7881069,vp8,3000000,15,1280,720,198708,13.681
2977,34.168,vp8,480,360,186895,Science & Technology,30.029411,16,1005,0,1021,238485,559745,0,798230,vp8,820000,12,1280,720,165700,10.697
2978,270.655,vp8,640,480,652967,People & Blogs,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,h264,5000000,15,1920,1080,641324,127.72
2979,167.39166,h264,1280,720,2207484,Music,24,86,3931,0,4017,4369420,41819887,0,46189307,h264,820000,29.97,1920,1080,695912,76.529
2980,490.6,h264,480,360,300437,Autos & Vehicles,25,256,12010,0,12266,1448177,16976151,0,18424328,mpeg4,242000,24,1920,1080,219480,13.421
2981,34.168,vp8,480,360,186895,People & Blogs,30.029411,16,1005,0,1021,238485,559745,0,798230,h264,539000,15,1920,1080,635448,36.37
2982,452.689,vp8,320,240,66680,People & Blogs,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,h264,539000,24,1280,720,313484,36.402
2983,440.967,h264,320,240,281642,Education,30,236,12994,0,13230,2444863,13079542,0,15524405,h264,5000000,15,640,480,219656,12.101
2984,384.451,h264,640,480,646432,Autos & Vehicles,29,205,11318,0,11523,2839955,28225248,0,31065203,vp8,3000000,24,1920,1080,217568,48.179
2985,1140.349,vp8,1280,720,2394626,People & Blogs,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,vp8,3000000,29.97,1920,1080,219480,75.301
