id,duration,codec,width,height,bitrate,category,framerate,i,p,b,frames,i_size,p_size,b_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,umem
13397,52.68,h264,480,360,372001,People & Blogs,25,53,1265,0,1318,870136,1579497,0,2449633,h264,3000000,15,640,480,155028
13398,490.6,h264,480,360,300437,People & Blogs,25,256,12010,0,12266,1448177,16976151,0,18424328,vp8,5000000,15,1280,720,219480
13399,452.689,vp8,320,240,66680,Howto & Style,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,h264,109000,24,1280,720,313400
13400,33.09,h264,320,240,279173,People & Blogs,13,22,434,0,456,101794,1052937,0,1154731,h264,56000,25,1920,1080,629176
13401,107.443,vp8,480,360,320011,Entertainment,30.093458,30,3190,0,3220,671936,3625932,0,4297868,h264,820000,12,1280,720,320468
13402,458.625,h264,640,480,517364,Sports,29,245,13501,0,13746,5308581,24350943,0,29659524,h264,539000,12,1280,720,338804
13403,441.866,vp8,320,240,120755,People & Blogs,30.058956,90,13166,0,13256,496884,6172860,0,6669744,h264,539000,24,1920,1080,638180
13404,452.689,vp8,320,240,66680,People & Blogs,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,h264,5000000,29.97,640,480,256184
13405,273.816,vp8,1920,1080,1571003,Music,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,242000,12,480,360,219656
13406,189.956,flv,320,240,231296,People & Blogs,29,97,5597,0,5694,580292,4911734,0,5492026,vp8,109000,29.97,1920,1080,218664
13407,273.816,vp8,1920,1080,1571003,People & Blogs,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,242000,25,1280,720,356996
13408,33.09,h264,320,240,279173,Gaming,13,22,434,0,456,101794,1052937,0,1154731,h264,3000000,24,1280,720,313208
13409,368.32,vp8,640,480,29096,Music,25.02174,74,9134,0,9208,869558,470067,0,1339625,vp8,5000000,15,1920,1080,221152
13410,64.933,flv,320,240,236793,Film & Animation,15,39,936,0,975,318954,1603007,0,1921961,h264,242000,29.97,1920,1080,609592
13411,304.927,vp8,320,240,134334,People & Blogs,25.075659,82,7541,0,7623,833754,4286526,0,5120280,mpeg4,56000,24,1920,1080,216820
13412,292.092,h264,480,360,480125,Music,29,156,8599,0,8755,2375028,15155062,0,17530090,vp8,539000,29.97,640,480,219480
13413,1140.349,vp8,1280,720,2394626,People & Blogs,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,vp8,56000,15,640,480,219480
13414,74.535,mpeg4,176,144,55305,Education,12,15,879,0,894,23996,491276,0,515272,vp8,109000,24,1920,1080,219200
13415,157.891,h264,480,360,406908,Entertainment,29,87,4646,0,4733,1776729,6254165,0,8030894,h264,5000000,29.97,1280,720,329864
13416,254.922,vp8,480,360,260667,People & Blogs,30.062992,51,7585,0,7636,918325,7387906,0,8306231,h264,3000000,24,480,360,221160
13417,176.901,vp8,480,360,26968,Entertainment,25.113636,38,4382,0,4420,393395,202954,0,596349,vp8,5000000,15,1920,1080,218932
13418,750.433,vp8,1280,720,794075,Music,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,vp8,56000,15,1920,1080,165700
13419,473,h264,320,240,164017,Science & Technology,25,198,10924,704,11826,1419320,8047423,0,9697521,h264,3000000,24,1280,720,319288
13420,43.827,flv,320,240,272273,Education,25,23,1081,0,1104,137210,1354404,0,1491614,vp8,820000,12,1920,1080,218932
13421,1140.349,vp8,1280,720,2394626,Entertainment,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,h264,3000000,12,320,240,219480
13422,379.32,h264,480,360,181960,Music,25,195,9289,0,9484,3392479,5235193,0,8627672,h264,539000,24,1280,720,323188
13423,69.93833,mpeg4,176,144,56717,Gaming,12,14,825,0,839,47521,448322,0,495843,vp8,242000,12,1920,1080,221152
13424,311.1,mpeg4,176,144,56416,Film & Animation,12,113,3620,0,3733,127552,2066350,0,2193902,h264,820000,15,1920,1080,634784
13425,340.424,flv,320,240,244491,Autos & Vehicles,11,69,4012,0,4081,1168939,9234909,0,10403848,vp8,3000000,12,1920,1080,221152
13426,458.625,h264,640,480,517364,Gaming,29,245,13501,0,13746,5308581,24350943,0,29659524,vp8,5000000,25,1280,720,216820
13427,448.575,vp8,1280,720,2052426,Sports,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,539000,25,320,240,217080
13428,250.017,h264,320,240,153059,Gaming,29,128,7366,0,7494,856855,3926589,0,4783444,h264,109000,24,1920,1080,642128
13429,254.922,vp8,480,360,260667,Music,30.062992,51,7585,0,7636,918325,7387906,0,8306231,mpeg4,3000000,25,1280,720,221160
13430,204.938,h264,480,360,297373,People & Blogs,16,111,3169,0,3280,1451634,6166260,0,7617894,h264,820000,12,1920,1080,646544
13431,452.689,vp8,320,240,66680,Sports,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,mpeg4,5000000,25,1280,720,247900
13432,63.667,h264,640,480,972572,People & Blogs,15,33,923,0,956,1259657,6480438,0,7740095,h264,109000,25,640,480,219656
13433,217.518,h264,480,360,83054,Autos & Vehicles,29,112,6408,0,6520,406683,1851539,0,2258222,vp8,820000,29.97,1920,1080,217080
13434,1140.349,vp8,1280,720,2394626,Education,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,vp8,242000,12,640,480,219480
13435,39.055,h264,1920,1080,5992818,Science & Technology,30,26,1144,0,1170,839251,28416939,0,29256190,h264,539000,15,320,240,216020
13436,110.966995,h264,480,360,397112,People & Blogs,30,59,3271,0,3330,529627,4978664,0,5508291,mpeg4,56000,29.97,1920,1080,216820
13437,254.922,vp8,480,360,260667,Music,30.062992,51,7585,0,7636,918325,7387906,0,8306231,vp8,242000,29.97,1280,720,221160
13438,255.28,flv,320,240,250276,Entertainment,25,110,6272,0,6382,611474,7374864,0,7986338,mpeg4,539000,29.97,1920,1080,216820
13439,339.667,h264,640,480,257699,People & Blogs,30,181,10010,0,10191,10121223,820261,0,10941484,vp8,56000,15,1920,1080,219480
13440,274.541,vp8,480,360,139791,Nonprofits & Activis,30.029198,58,8170,0,8228,802625,3994697,0,4797322,h264,3000000,25,640,480,216820
13441,476.957,vp8,1280,720,1387100,News & Politics,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,vp8,820000,25,1280,720,165700
13442,80.536,h264,480,360,690041,Entertainment,29,43,2374,0,2417,618732,6327913,0,6946645,vp8,820000,25,1920,1080,219480
13443,56.957,h264,480,360,631741,Music,29,59,1649,0,1708,1574794,2922966,0,4497760,h264,56000,15,1920,1080,649832
13444,581.233,h264,480,360,295979,People & Blogs,30,310,17128,0,17438,10151572,11352574,0,21504146,h264,5000000,29.97,320,240,218932
13445,326.58832,h264,1920,1080,5999648,Film & Animation,23,174,7656,0,7830,16603953,228322925,0,244926878,h264,5000000,12,176,144,218932
13446,110.966995,h264,480,360,397112,Gaming,30,59,3271,0,3330,529627,4978664,0,5508291,vp8,109000,25,1280,720,216820
13447,110.966995,h264,480,360,397112,Music,30,59,3271,0,3330,529627,4978664,0,5508291,h264,242000,25,640,480,216820
13448,440.967,h264,320,240,281642,Sports,30,236,12994,0,13230,2444863,13079542,0,15524405,vp8,539000,24,1920,1080,219656
13449,127.221664,h264,1920,1080,3080852,People & Blogs,23,70,2980,0,3050,3818903,45174992,0,48993895,h264,3000000,15,320,240,217544
13450,59.883,vp8,1280,720,994960,Entertainment,30.38983,13,1780,0,1793,481774,6965881,0,7447655,h264,109000,15,640,480,162532
13451,52.68,h264,480,360,372001,Autos & Vehicles,25,53,1265,0,1318,870136,1579497,0,2449633,mpeg4,5000000,29.97,1280,720,140080
13452,426.945,h264,1280,720,1064703,People & Blogs,29,228,12567,0,12795,11297544,45523691,0,56821235,mpeg4,242000,24,1920,1080,219480
13453,448.575,vp8,1280,720,2052426,Comedy,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,vp8,820000,15,640,480,217080
13454,204.938,h264,480,360,297373,Music,16,111,3169,0,3280,1451634,6166260,0,7617894,vp8,539000,25,1920,1080,98800
13455,67.583336,mpeg4,176,144,51225,Music,12,15,777,0,792,47585,385164,0,432749,mpeg4,3000000,24,1920,1080,219480
13456,69.933,flv,320,240,272898,Autos & Vehicles,15,37,1013,0,1050,349781,2035796,0,2385577,h264,820000,25,480,360,219656
13457,77.233,h264,480,360,382461,People & Blogs,30,53,2265,0,2318,182297,3510033,0,3692330,h264,109000,25,1920,1080,643952
13458,239.14166,h264,480,360,500198,Music,25,110,5868,0,5978,1406751,13545526,0,14952277,h264,3000000,24,1920,1080,677276
13459,176.901,vp8,480,360,26968,People & Blogs,25.113636,38,4382,0,4420,393395,202954,0,596349,h264,109000,29.97,1920,1080,647364
13460,59.953335,mpeg4,176,144,54636,Music,12,12,707,0,719,26447,383009,0,409456,h264,539000,29.97,1280,720,309160
13461,52.68,h264,480,360,372001,People & Blogs,25,53,1265,0,1318,870136,1579497,0,2449633,h264,820000,24,1920,1080,646252
13462,95.462,h264,640,480,809256,People & Blogs,29,51,2811,0,2862,886496,8770159,0,9656655,vp8,539000,25,1920,1080,221160
13463,80.536,h264,480,360,690041,Gaming,29,43,2374,0,2417,618732,6327913,0,6946645,h264,820000,15,480,360,219480
13464,292.092,h264,480,360,480125,Sports,29,156,8599,0,8755,2375028,15155062,0,17530090,h264,820000,29.97,480,360,219480
13465,473,h264,320,240,164017,Music,25,198,10924,704,11826,1419320,8047423,0,9697521,vp8,242000,29.97,1920,1080,220808
13466,250.017,h264,320,240,153059,People & Blogs,29,128,7366,0,7494,856855,3926589,0,4783444,h264,3000000,12,640,480,218932
13467,52.68,h264,480,360,372001,Gaming,25,53,1265,0,1318,870136,1579497,0,2449633,vp8,56000,25,1280,720,140080
13468,157.80167,h264,1280,720,2885589,Entertainment,25,72,3873,0,3945,5611970,51306874,0,56918844,vp8,3000000,29.97,1280,720,216056
13469,274.541,vp8,480,360,139791,Gaming,30.029198,58,8170,0,8228,802625,3994697,0,4797322,h264,242000,25,640,480,216820
13470,52.68,h264,480,360,372001,People & Blogs,25,53,1265,0,1318,870136,1579497,0,2449633,h264,242000,24,1920,1080,646076
13471,473,h264,320,240,164017,Entertainment,25,198,10924,704,11826,1419320,8047423,0,9697521,vp8,539000,29.97,1920,1080,220900
13472,426.945,h264,1280,720,1064703,Entertainment,29,228,12567,0,12795,11297544,45523691,0,56821235,h264,539000,29.97,640,480,219480
13473,163.897,flv,320,240,267032,People & Blogs,29,87,4826,0,4913,824159,4646573,0,5470732,vp8,820000,15,1920,1080,219656
13474,52.68,h264,480,360,372001,Sports,25,53,1265,0,1318,870136,1579497,0,2449633,h264,56000,29.97,1920,1080,645824
13475,95.462,h264,640,480,809256,Music,29,51,2811,0,2862,886496,8770159,0,9656655,h264,820000,15,640,480,221160
13476,33.09,h264,320,240,279173,People & Blogs,13,22,434,0,456,101794,1052937,0,1154731,mpeg4,242000,24,1920,1080,219480
13477,448.575,vp8,1280,720,2052426,Film & Animation,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,820000,15,1920,1080,654396
13478,127.221664,h264,1920,1080,3080852,Pets & Animals,23,70,2980,0,3050,3818903,45174992,0,48993895,h264,820000,29.97,1280,720,395040
13479,476.957,vp8,1280,720,1387100,Comedy,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,h264,539000,24,640,480,165700
13480,385.052,vp8,1280,720,441862,Gaming,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,h264,242000,24,1280,720,306704
13481,167.39166,h264,1280,720,2207484,News & Politics,24,86,3931,0,4017,4369420,41819887,0,46189307,h264,820000,15,1280,720,345608
13482,326.58832,h264,1920,1080,5999648,Gaming,23,174,7656,0,7830,16603953,228322925,0,244926878,h264,3000000,12,480,360,218932
13483,77.233,h264,480,360,382461,People & Blogs,30,53,2265,0,2318,182297,3510033,0,3692330,h264,539000,24,1920,1080,644180
13484,86.486,h264,640,480,356037,Gaming,29,46,2547,0,2593,819680,3029350,0,3849030,vp8,539000,12,1920,1080,219656
13485,107.443,vp8,480,360,320011,Gaming,30.093458,30,3190,0,3220,671936,3625932,0,4297868,vp8,820000,29.97,1280,720,216820
13486,714.371,vp8,1280,720,652356,Comedy,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,vp8,820000,12,1920,1080,164988
13487,64.933,flv,320,240,236793,Gaming,15,39,936,0,975,318954,1603007,0,1921961,h264,539000,29.97,480,360,217080
13488,163.897,flv,320,240,267032,Science & Technology,29,87,4826,0,4913,824159,4646573,0,5470732,h264,56000,29.97,1920,1080,628692
13489,273.816,vp8,1920,1080,1571003,People & Blogs,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,mpeg4,242000,29.97,1280,720,219656
13490,225.08,h264,480,360,538452,Gaming,25,113,5515,0,5628,1873408,13275961,0,15149369,h264,109000,24,1280,720,321172
13491,385.052,vp8,1280,720,441862,People & Blogs,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,mpeg4,5000000,29.97,1920,1080,219480
13492,273.816,vp8,1920,1080,1571003,Music,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,539000,25,320,240,219656
13493,286.995,h264,480,360,508160,Autos & Vehicles,23,156,6726,0,6882,2285153,15944803,0,18229956,vp8,539000,15,1920,1080,216820
13494,290.01666,mpeg4,176,144,52783,Music,12,61,3417,0,3478,119325,1794184,0,1913509,h264,3000000,12,1280,720,311620
13495,906.5983,mpeg4,176,144,56108,Sports,12,187,10692,0,10879,597549,5760936,0,6358485,vp8,820000,29.97,1280,720,165668
13496,33.09,h264,320,240,279173,Gaming,13,22,434,0,456,101794,1052937,0,1154731,vp8,5000000,12,1280,720,219480
13497,273.816,vp8,1920,1080,1571003,People & Blogs,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,vp8,5000000,12,640,480,219656
13498,254.922,vp8,480,360,260667,Entertainment,30.062992,51,7585,0,7636,918325,7387906,0,8306231,h264,539000,15,640,480,221160
13499,273.816,vp8,1920,1080,1571003,People & Blogs,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,vp8,56000,15,1280,720,219656
13500,222.53334,h264,480,360,500449,Howto & Style,30,219,6457,0,6676,2821722,11099102,0,13920824,h264,3000000,24,1280,720,324304
13501,130.35667,mpeg4,176,144,54590,Entertainment,12,27,1537,0,1564,64483,825054,0,889537,mpeg4,242000,29.97,1920,1080,102092
13502,239.14166,h264,480,360,500198,Autos & Vehicles,25,110,5868,0,5978,1406751,13545526,0,14952277,vp8,820000,15,1920,1080,103036
13503,95.462,h264,640,480,809256,Entertainment,29,51,2811,0,2862,886496,8770159,0,9656655,h264,539000,29.97,480,360,221160
13504,1140.349,vp8,1280,720,2394626,Film & Animation,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,vp8,539000,12,1280,720,219480
13505,130.35667,mpeg4,176,144,54590,People & Blogs,12,27,1537,0,1564,64483,825054,0,889537,h264,820000,25,1920,1080,629912
13506,167.39166,h264,1280,720,2207484,Sports,24,86,3931,0,4017,4369420,41819887,0,46189307,h264,3000000,15,1280,720,347808
13507,69.93833,mpeg4,176,144,56717,Education,12,14,825,0,839,47521,448322,0,495843,vp8,109000,15,1920,1080,221152
13508,906.5983,mpeg4,176,144,56108,Entertainment,12,187,10692,0,10879,597549,5760936,0,6358485,vp8,3000000,15,1920,1080,165668
13509,458.625,h264,640,480,517364,Entertainment,29,245,13501,0,13746,5308581,24350943,0,29659524,h264,5000000,12,1920,1080,685524
13510,157.80167,h264,1280,720,2885589,Gaming,25,72,3873,0,3945,5611970,51306874,0,56918844,h264,56000,25,1280,720,344048
13511,326.58832,h264,1920,1080,5999648,Entertainment,23,174,7656,0,7830,16603953,228322925,0,244926878,h264,5000000,24,480,360,218932
13512,110.966995,h264,480,360,397112,Howto & Style,30,59,3271,0,3330,529627,4978664,0,5508291,vp8,56000,12,1920,1080,216820
13513,1140.349,vp8,1280,720,2394626,Music,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,mpeg4,3000000,24,1920,1080,219480
13514,316.95166,mpeg4,176,144,55396,News & Politics,12,64,3739,0,3803,111850,2082902,0,2194752,h264,56000,25,1920,1080,643560
13515,368.32,vp8,640,480,29096,Comedy,25.02174,74,9134,0,9208,869558,470067,0,1339625,mpeg4,242000,24,1920,1080,221152
13516,67.583336,mpeg4,176,144,51225,People & Blogs,12,15,777,0,792,47585,385164,0,432749,vp8,820000,29.97,1280,720,219480
13517,39.055,h264,1920,1080,5992818,Autos & Vehicles,30,26,1144,0,1170,839251,28416939,0,29256190,h264,3000000,29.97,640,480,216020
13518,80.536,h264,480,360,690041,Gaming,29,43,2374,0,2417,618732,6327913,0,6946645,h264,3000000,24,480,360,219480
13519,107.443,vp8,480,360,320011,Travel & Events,30.093458,30,3190,0,3220,671936,3625932,0,4297868,mpeg4,820000,25,1920,1080,216820
13520,216.55,h264,320,240,291150,Entertainment,29,112,6379,0,6491,1789334,6091735,0,7881069,mpeg4,3000000,29.97,1280,720,186716
13521,860.056,vp8,1280,720,2688309,Entertainment,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,mpeg4,109000,15,1920,1080,257548
13522,86.486,h264,640,480,356037,People & Blogs,29,46,2547,0,2593,819680,3029350,0,3849030,h264,539000,25,640,480,219656
13523,157.891,h264,480,360,406908,Entertainment,29,87,4646,0,4733,1776729,6254165,0,8030894,vp8,3000000,15,1280,720,219464
13524,34.168,vp8,480,360,186895,Travel & Events,30.029411,16,1005,0,1021,238485,559745,0,798230,h264,820000,29.97,1920,1080,635540
13525,316.95166,mpeg4,176,144,55396,People & Blogs,12,64,3739,0,3803,111850,2082902,0,2194752,vp8,109000,25,1280,720,165700
13526,204.938,h264,480,360,297373,People & Blogs,16,111,3169,0,3280,1451634,6166260,0,7617894,vp8,56000,24,1280,720,82972
13527,448.575,vp8,1280,720,2052426,People & Blogs,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,vp8,820000,24,480,360,217080
13528,127.221664,h264,1920,1080,3080852,Music,23,70,2980,0,3050,3818903,45174992,0,48993895,h264,56000,15,480,360,217544
13529,368.32,vp8,640,480,29096,People & Blogs,25.02174,74,9134,0,9208,869558,470067,0,1339625,h264,3000000,12,1920,1080,627800
13530,273.816,vp8,1920,1080,1571003,People & Blogs,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,vp8,539000,12,1280,720,219656
13531,270.655,vp8,640,480,652967,Comedy,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,h264,539000,29.97,640,480,219480
13532,39.055,h264,1920,1080,5992818,Film & Animation,30,26,1144,0,1170,839251,28416939,0,29256190,h264,539000,12,320,240,216020
13533,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,3000000,15,1280,720,215848
13534,176.901,vp8,480,360,26968,Sports,25.113636,38,4382,0,4420,393395,202954,0,596349,mpeg4,242000,25,1920,1080,218932
13535,33.09,h264,320,240,279173,People & Blogs,13,22,434,0,456,101794,1052937,0,1154731,mpeg4,242000,29.97,1280,720,219480
13536,440.967,h264,320,240,281642,Entertainment,30,236,12994,0,13230,2444863,13079542,0,15524405,h264,5000000,29.97,1920,1080,674476
13537,426.945,h264,1280,720,1064703,People & Blogs,29,228,12567,0,12795,11297544,45523691,0,56821235,vp8,5000000,15,1920,1080,219480
13538,52.68,h264,480,360,372001,People & Blogs,25,53,1265,0,1318,870136,1579497,0,2449633,h264,3000000,15,320,240,155028
13539,270.655,vp8,640,480,652967,Pets & Animals,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,5000000,29.97,1280,720,219480
13540,204.938,h264,480,360,297373,Music,16,111,3169,0,3280,1451634,6166260,0,7617894,vp8,56000,15,1920,1080,98720
13541,131.76,vp8,640,480,104723,Sports,25.145039,37,3257,0,3294,945865,778937,0,1724802,h264,539000,12,1280,720,321524
13542,59.883,vp8,1280,720,994960,Entertainment,30.38983,13,1780,0,1793,481774,6965881,0,7447655,h264,3000000,12,640,480,162912
13543,80.536,h264,480,360,690041,People & Blogs,29,43,2374,0,2417,618732,6327913,0,6946645,h264,3000000,25,1920,1080,668996
13544,49.178333,mpeg4,176,144,54338,People & Blogs,7,10,334,0,344,33046,300986,0,334032,h264,3000000,24,1280,720,318884
13545,714.371,vp8,1280,720,652356,Music,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,vp8,3000000,15,640,480,164988
13546,326.583,vp8,640,480,1055982,Science & Technology,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,h264,242000,24,640,480,215712
13547,203.198,flv,320,240,239336,Travel & Events,29,104,5974,0,6078,853613,5225468,0,6079081,vp8,539000,29.97,640,480,221160
13548,340.424,flv,320,240,244491,Entertainment,11,69,4012,0,4081,1168939,9234909,0,10403848,vp8,820000,29.97,1280,720,221152
13549,304.927,vp8,320,240,134334,Entertainment,25.075659,82,7541,0,7623,833754,4286526,0,5120280,h264,56000,15,1920,1080,657240
13550,1140.349,vp8,1280,720,2394626,Entertainment,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,h264,3000000,12,480,360,219480
13551,273.816,vp8,1920,1080,1571003,Gaming,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,5000000,24,1280,720,357452
13552,33.09,h264,320,240,279173,Music,13,22,434,0,456,101794,1052937,0,1154731,h264,3000000,12,480,360,219480
13553,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,flv,539000,25,1920,1080,216020
13554,1768.9417,mpeg4,176,144,56152,People & Blogs,12,354,20873,0,21227,1382103,11034284,0,12416387,vp8,109000,24,1280,720,221160
13555,286.995,h264,480,360,508160,Entertainment,23,156,6726,0,6882,2285153,15944803,0,18229956,mpeg4,3000000,29.97,1920,1080,216820
13556,270.655,vp8,640,480,652967,Education,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,h264,539000,24,1280,720,318584
13557,167.39166,h264,1280,720,2207484,Pets & Animals,24,86,3931,0,4017,4369420,41819887,0,46189307,h264,109000,24,1280,720,344444
13558,254.922,vp8,480,360,260667,Science & Technology,30.062992,51,7585,0,7636,918325,7387906,0,8306231,h264,3000000,25,320,240,221160
13559,69.93833,mpeg4,176,144,56717,People & Blogs,12,14,825,0,839,47521,448322,0,495843,h264,5000000,29.97,640,480,221152
13560,898.534,vp8,1280,720,1881052,Music,29.987751,264,26665,0,26929,28419179,182854545,0,211273724,mpeg4,539000,29.97,1920,1080,120296
13561,95.462,h264,640,480,809256,People & Blogs,29,51,2811,0,2862,886496,8770159,0,9656655,h264,5000000,29.97,320,240,221160
13562,163.897,flv,320,240,267032,Gaming,29,87,4826,0,4913,824159,4646573,0,5470732,vp8,242000,15,1920,1080,219656
13563,127.221664,h264,1920,1080,3080852,Travel & Events,23,70,2980,0,3050,3818903,45174992,0,48993895,h264,109000,25,480,360,217544
13564,69.933,flv,320,240,272898,Gaming,15,37,1013,0,1050,349781,2035796,0,2385577,h264,3000000,24,640,480,219656
13565,143.03334,mpeg4,176,144,51082,Pets & Animals,12,31,1685,0,1716,56405,856907,0,913312,mpeg4,56000,25,1920,1080,219480
13566,476.957,vp8,1280,720,1387100,News & Politics,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,vp8,820000,24,1280,720,165700
13567,290.01666,mpeg4,176,144,52783,People & Blogs,12,61,3417,0,3478,119325,1794184,0,1913509,h264,3000000,29.97,480,360,139940
13568,130.35667,mpeg4,176,144,54590,News & Politics,12,27,1537,0,1564,64483,825054,0,889537,h264,820000,29.97,1920,1080,632884
13569,273.816,vp8,1920,1080,1571003,Music,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,820000,12,640,480,219656
13570,490.6,h264,480,360,300437,Entertainment,25,256,12010,0,12266,1448177,16976151,0,18424328,h264,5000000,25,640,480,219480
13571,177.33333,mpeg4,176,144,53707,Comedy,12,37,2091,0,2128,100969,1089548,0,1190517,h264,539000,15,1280,720,309324
13572,52.68,h264,480,360,372001,Music,25,53,1265,0,1318,870136,1579497,0,2449633,mpeg4,3000000,25,1280,720,140080
13573,452.689,vp8,320,240,66680,Autos & Vehicles,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,vp8,56000,15,1280,720,247900
13574,127.221664,h264,1920,1080,3080852,Gaming,23,70,2980,0,3050,3818903,45174992,0,48993895,mpeg4,539000,24,1920,1080,217348
13575,239.14166,h264,480,360,500198,Science & Technology,25,110,5868,0,5978,1406751,13545526,0,14952277,h264,539000,12,640,480,149512
13576,326.58832,h264,1920,1080,5999648,Autos & Vehicles,23,174,7656,0,7830,16603953,228322925,0,244926878,vp8,5000000,12,1920,1080,218932
13577,255.28,flv,320,240,250276,Travel & Events,25,110,6272,0,6382,611474,7374864,0,7986338,vp8,5000000,25,640,480,216820
13578,222.53334,h264,480,360,500449,Gaming,30,219,6457,0,6676,2821722,11099102,0,13920824,vp8,56000,25,1280,720,217336
13579,167.39166,h264,1280,720,2207484,Pets & Animals,24,86,3931,0,4017,4369420,41819887,0,46189307,h264,109000,24,480,360,219656
13580,37.011665,h264,1280,720,2759449,Pets & Animals,29,21,1088,0,1109,1899633,10866846,0,12766479,h264,3000000,25,480,360,219480
13581,339.667,h264,640,480,257699,People & Blogs,30,181,10010,0,10191,10121223,820261,0,10941484,vp8,820000,15,1920,1080,219480
13582,426.945,h264,1280,720,1064703,People & Blogs,29,228,12567,0,12795,11297544,45523691,0,56821235,vp8,109000,15,1280,720,219480
13583,33.09,h264,320,240,279173,Sports,13,22,434,0,456,101794,1052937,0,1154731,h264,539000,12,1920,1080,635956
13584,256.20834,mpeg4,176,144,57565,Comedy,12,56,3018,0,3074,302900,1540700,0,1843600,h264,242000,29.97,1280,720,323472
13585,292.092,h264,480,360,480125,Comedy,29,156,8599,0,8755,2375028,15155062,0,17530090,h264,820000,29.97,1280,720,323196
13586,69.933,flv,320,240,272898,Music,15,37,1013,0,1050,349781,2035796,0,2385577,vp8,5000000,25,1920,1080,219656
13587,860.056,vp8,1280,720,2688309,Education,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,vp8,539000,12,1920,1080,262064
13588,69.933,flv,320,240,272898,News & Politics,15,37,1013,0,1050,349781,2035796,0,2385577,mpeg4,820000,25,1920,1080,219656
13589,80.536,h264,480,360,690041,News & Politics,29,43,2374,0,2417,618732,6327913,0,6946645,vp8,539000,24,640,480,219480
13590,163.897,flv,320,240,267032,Gaming,29,87,4826,0,4913,824159,4646573,0,5470732,h264,109000,25,1280,720,308328
13591,42.2,h264,480,360,288705,Howto & Style,25,23,1033,0,1056,216154,1306770,0,1522924,vp8,56000,25,1280,720,216820
13592,216.55,h264,320,240,291150,Music,29,112,6379,0,6491,1789334,6091735,0,7881069,h264,109000,29.97,1280,720,317148
13593,452.689,vp8,320,240,66680,People & Blogs,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,mpeg4,3000000,25,1920,1080,247900
13594,216.55,h264,320,240,291150,Sports,29,112,6379,0,6491,1789334,6091735,0,7881069,vp8,820000,15,1920,1080,94716
13595,106.765,h264,1280,720,849586,Gaming,25,66,2603,0,2669,4427240,6911026,0,11338266,h264,109000,12,1920,1080,688480
13596,254.922,vp8,480,360,260667,Science & Technology,30.062992,51,7585,0,7636,918325,7387906,0,8306231,h264,5000000,25,1920,1080,645056
13597,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,h264,3000000,24,640,480,216020
13598,204.938,h264,480,360,297373,Music,16,111,3169,0,3280,1451634,6166260,0,7617894,vp8,242000,29.97,1920,1080,98748
13599,255.28,flv,320,240,250276,Music,25,110,6272,0,6382,611474,7374864,0,7986338,h264,3000000,12,1280,720,309436
13600,204.938,h264,480,360,297373,Music,16,111,3169,0,3280,1451634,6166260,0,7617894,vp8,539000,15,1920,1080,98736
